17,0
1,2
15,2
16,8
5,0
2,0
19,28
2,0
30,7
3,0
3,0
27,17
9,0
4,0
8,16
37,30
19,13
1,0
1,0
10,7
1,5
34,106
3,12
44,9
47,7
67,30
93,131
21,80
48,0
3,4
3,4
9,2
15,5
8,1
43,86
3,8
11,31
4,8
34,34
1,0
1,0
4,11
23,16
1,0
1,0
4,5
1,1
3,8
5,1
17,34
14,9
16,10
13,4
3,2
1,1
6,0
53,44
30,25
2,0
2,5
1,3
1,0
1,0
2,0
6,0
14,16
1,0
5,0
23,11
9,4
5,0
3,12
4,13
37,10
1,0
53,66
2,2
12,7
17,44
16,38
4,2
2,4
21,11
14,0
5,0
3,0
5,0
7,6
58,19
16,9
3,11
10,9
72,96
7,17
29,40
5,3
3,5
8,3
2,15
2,0
7,4
1,0
12,3
1,0
1,0
2,0
1,0
5,18
1,2
4,0
1,0
1,1
1,10
4,9
35,43
1,10
13,8
9,33
2,2
29,24
8,12
4,1
4,11
1,0
2,0
1,8
6,38
21,26
1,6
2,0
8,5
6,9
1,0
5,15
13,21
3,32
9,12
4,0
7,1
2,0
1,0
8,2
1,0
14,4
7,2
1,0
2,10
2,2
1,0
5,6
18,3
27,32
14,1
12,12
36,0
1,0
3,1
6,1
11,0
1,0
9,1
19,10
50,69
1,0
11,22
10,6
19,34
3,5
1,2
2,3
1,0
4,4
18,2
12,7
1,0
1,0
18,12
18,29
7,22
2,0
6,0
3,0
23,47
4,10
2,7
1,0
4,0
3,9
85,14
22,53
19,57
6,0
1,2
4,2
11,30
7,9
19,5
3,0
6,7
8,4
5,0
1,0
29,2
1,0
1,2
16,2
52,21
11,10
8,61
8,13
2,13
15,21
1,0
1,0
3,3
2,1
5,8
8,32
2,14
1,0
8,0
18,10
4,6
13,6
9,50
10,3
2,2
21,41
4,24
1,0
3,0
1,0
3,0
11,13
10,4
17,20
1,0
5,12
3,12
5,2
7,8
1,2
6,1
7,7
2,0
10,8
1,3
3,1
28,15
3,1
8,4
11,24
3,12
6,0
3,2
5,1
11,0
2,0
13,18
2,0
1,0
1,0
5,9
1,0
8,14
2,0
2,0
14,9
2,0
7,10
3,0
2,5
1,0
6,0
1,0
9,11
8,3
1,0
2,0
1,0
2,1
7,5
18,21
1,0
14,17
1,0
3,13
1,0
15,9
1,12
1,0
11,7
5,7
3,0
10,0
2,4
1,2
1,0
12,5
5,16
1,0
17,11
1,0
1,0
3,2
17,0
1,0
2,0
1,0
2,0
10,31
2,24
5,5
2,0
1,0
2,1
2,1
1,1
31,15
2,1
2,1
1,0
4,3
4,6
9,6
8,4
1,0
5,1
1,0
2,0
1,0
8,9
6,3
2,12
7,15
1,0
6,21
2,8
2,0
2,3
14,5
3,0
6,0
1,0
9,0
5,4
4,0
1,0
1,0
16,20
3,0
3,5
1,0
1,0
4,0
1,0
1,0
46,1
1,0
2,0
2,1
6,12
2,0
3,0
2,0
20,7
1,0
3,0
2,0
3,0
1,0
2,1
1,0
5,5
1,0
2,0
1,0
3,0
1,0
1,0
2,3
1,2
1,1
5,5
10,4
2,0
6,1
2,6
6,28
11,6
1,0
6,10
16,25
2,2
3,14
2,15
3,0
1,0
6,0
1,0
6,2
1,1
1,0
10,2
2,8
1,27
1,0
1,0
1,0
14,0
14,0
5,0
1,0
1,0
1,0
13,10
2,3
2,0
1,0
36,46
1,0
3,9
1,0
1,1
15,10
14,3
1,0
26,5
15,7
3,0
7,4
4,8
2,0
2,9
1,2
2,0
1,2
1,0
8,2
1,0
3,0
6,3
12,10
2,6
2,0
15,3
8,0
6,0
1,1
19,2
12,9
2,0
6,2
14,1
2,0
4,0
4,0
1,0
4,0
6,1
30,3
8,6
62,47
22,0
30,0
38,13
18,0
10,3
1,0
2,0
2,0
3,0
4,0
2,0
2,0
4,0
3,0
6,0
24,37
12,20
43,10
49,8
31,9
18,13
11,0
20,2
7,17
7,14
1,0
4,1
48,3
1,0
21,0
15,6
1,0
1,0
1,0
1,10
1,0
9,3
1,0
1,0
1,0
1,0
7,2
1,0
2,0
1,0
1,0
1,0
1,0
2,0
5,1
2,0
2,0
1,4
1,0
1,2
1,0
1,0
22,23
2,0
1,0
8,0
1,0
1,0
1,0
1,0
5,0
2,0
1,0
11,2
3,0
1,0
3,3
31,5
5,15
6,2
6,0
4,2
9,0
39,3
12,2
3,0
3,0
6,0
36,16
9,0
8,0
12,22
4,3
5,2
4,1
5,0
4,0
2,0
6,1
1,1
5,0
3,0
5,0
